,response_id,gispropnum,collected_date,time_of_day,group,location,ground_syringes,kiosk_syringes,total_syringes,precinct,borough,district,property_type,kiosk_site,latitude,longitude
208,M-000557,M037,2021-07-20,AM,BBP,Highbridge Park,75.0,,75.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
209,M-000550,M037,2021-07-18,AM,Parks,Highbridge Park,14.0,,14.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
210,M-000570,M037,2021-07-23,AM,Parks,Highbridge Park,20.0,,20.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
211,M-000562,M037,2021-07-27,AM,BBP,Highbridge Park,52.0,,52.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
212,M-000565,M037,2021-07-22,AM,Parks,Highbridge Park,30.0,,30.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
213,M-000554,M037,2021-07-19,AM,Parks,Highbridge Park,30.0,,30.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
214,M-000594,M037,2021-07-27,AM,BBP,Highbridge Park,200.0,,200.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
215,M-000634,M037,2021-08-04,AM,BBP,Highbridge Park,80.0,,80.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
216,M-000629,M037,2021-08-02,AM,BBP,Highbridge Park,105.0,,105.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
217,M-000640,M037,2021-08-06,AM,Parks,Highbridge Park,9.0,,9.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
218,M-000637,M037,2021-08-05,AM,Parks,Highbridge Park,11.0,,11.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
219,M-000661,M037,2021-08-08,AM,Parks,Highbridge Park,20.0,,20.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
220,M-000626,M037,2021-08-02,AM,Parks,Highbridge Park,15.0,,15.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
221,M-000623,M037,2021-08-01,AM,Parks,Highbridge Park,19.0,,19.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
222,M-000665,M037,2021-08-09,AM,Parks,Highbridge Park,12.0,,12.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
223,M-000671,M037,2021-08-11,AM,BBP,Highbridge Park,48.0,,48.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
224,M-000668,M037,2021-08-10,AM,BBP,Highbridge Park,90.0,,90.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
225,M-000674,M037,2021-08-12,AM,Parks,Highbridge Park,15.0,,15.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
226,M-000463,M037,2021-06-30,AM,BBP,Highbridge Park,45.0,,45.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
227,M-000454,M037,2021-06-28,AM,Parks,Highbridge Park,46.0,,46.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
228,M-003601,M037,2022-07-02,AM,Parks,Highbridge Park,25.0,,25.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
229,M-003593,M037,2022-07-01,AM,Parks,Highbridge Park,30.0,,30.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
230,M-003585,M037,2022-06-30,AM,Parks,Highbridge Park,26.0,,26.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
231,M-003576,M037,2022-06-29,AM,Parks,Highbridge Park,42.0,,42.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
232,M-003700,M037,2022-07-13,AM,Parks,Highbridge Park,1.0,,1.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
233,M-003693,M037,2022-07-12,AM,Parks,Highbridge Park,25.0,,25.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
234,M-003684,M037,2022-07-11,AM,Parks,Highbridge Park,8.0,,8.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
235,M-003675,M037,2022-07-10,AM,Parks,Highbridge Park,12.0,,12.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
236,M-003666,M037,2022-07-09,AM,Parks,Highbridge Park,13.0,,13.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
237,M-003657,M037,2022-07-08,AM,Parks,Highbridge Park,12.0,,12.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
238,M-003648,M037,2022-07-08,AM,Parks,Highbridge Park,15.0,,15.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
239,M-001686,M037,2021-12-16,AM,Parks,Highbridge Park,50.0,,50.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
240,M-001702,M037,2021-12-17,AM,Parks,Highbridge Park,75.0,,75.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
241,M-001711,M037,2021-12-18,AM,Parks,Highbridge Park,74.0,,74.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
242,M-001674,M037,2021-12-15,AM,Parks,Highbridge Park,45.0,,45.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
243,M-001665,M037,2021-12-14,AM,Parks,Highbridge Park,30.0,,30.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
244,M-001644,M037,2021-12-13,AM,Parks,Highbridge Park,65.0,,65.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
245,M-001635,M037,2021-12-12,AM,Parks,Highbridge Park,40.0,,40.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
246,M-001626,M037,2021-12-11,AM,Parks,Highbridge Park,213.0,,213.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
247,M-001605,M037,2021-12-09,AM,Parks,Highbridge Park,215.0,,215.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
248,M-001614,M037,2021-12-10,AM,Parks,Highbridge Park,175.0,,175.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
249,M-001589,M037,2021-12-08,AM,Parks,Highbridge Park,200.0,,200.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
250,M-001580,M037,2021-12-07,AM,Parks,Highbridge Park,100.0,,100.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
251,M-001571,M037,2021-12-06,AM,Parks,Highbridge Park,55.0,,55.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
252,M-001562,M037,2021-12-05,AM,Parks,Highbridge Park,40.0,,40.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
253,M-001549,M037,2021-12-04,AM,Parks,Highbridge Park,37.0,,37.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
254,M-001539,M037,2021-12-05,AM,Parks,Highbridge Park,29.0,,29.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
255,M-001530,M037,2021-12-05,AM,Parks,Highbridge Park,30.0,,30.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
256,M-001514,M037,2021-12-01,AM,Parks,Highbridge Park,50.0,,50.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
257,M-001505,M037,2021-11-30,AM,Parks,Highbridge Park,25.0,,25.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
258,M-001488,M037,2021-11-28,AM,Parks,Highbridge Park,30.0,,30.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
259,M-001496,M037,2021-11-29,AM,Parks,Highbridge Park,45.0,,45.0,33.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
260,M-002916,M037,2022-04-25,AM,Parks,Highbridge Park,25.0,,25.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
261,M-002907,M037,2022-04-24,AM,Parks,Highbridge Park,30.0,,30.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
262,M-002883,M037,2022-04-22,AM,Parks,Highbridge Park,32.0,,32.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
263,M-003153,M037,2022-05-18,AM,Parks,Highbridge Park,21.0,,21.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
264,M-003171,M037,2022-05-20,AM,Parks,Highbridge Park,18.0,,18.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
265,M-003162,M037,2022-05-19,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
266,M-003122,M037,2022-05-15,AM,Parks,Highbridge Park,99.0,,99.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
267,M-003135,M037,2022-05-09,AM,Parks,Highbridge Park,161.0,,161.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
268,M-003144,M037,2022-05-17,AM,Parks,Highbridge Park,40.0,,40.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
269,M-003090,M037,2022-05-12,AM,Parks,Highbridge Park,13.0,,13.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
270,M-003112,M037,2022-05-14,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
271,M-003102,M037,2022-05-13,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
272,M-003072,M037,2022-05-10,AM,Parks,Highbridge Park,40.0,,40.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
273,M-003081,M037,2022-05-11,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
274,M-003053,M037,2022-05-08,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
275,M-003063,M037,2022-05-09,AM,Parks,Highbridge Park,23.0,,23.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
276,M-003062,M037,2022-05-09,AM,Parks,Highbridge Park,23.0,,23.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
277,M-002932,M037,2022-04-27,AM,Parks,Highbridge Park,25.0,,25.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
278,M-002923,M037,2022-04-26,AM,Parks,Highbridge Park,20.0,,20.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
279,M-002941,M037,2022-04-28,AM,Parks,Highbridge Park,36.0,,36.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
280,M-002950,M037,2022-04-29,AM,Parks,Highbridge Park,25.0,,25.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
281,M-002959,M037,2022-04-30,AM,Parks,Highbridge Park,32.0,,32.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
282,M-002968,M037,2022-04-23,AM,Parks,Highbridge Park,25.0,,25.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
283,M-002990,M037,2022-05-01,AM,Parks,Highbridge Park,30.0,,30.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
284,M-003023,M037,2022-05-06,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
285,M-003043,M037,2022-05-08,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
286,M-003035,M037,2022-05-07,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
287,M-003005,M037,2022-05-04,AM,Parks,Highbridge Park,17.0,,17.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
288,M-003014,M037,2022-05-05,AM,Parks,Highbridge Park,7.0,,7.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
289,M-003001,M037,2022-05-03,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
290,M-002998,M037,2022-05-02,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
291,M-000039,M037,2021-04-05,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
292,M-001727,M037,2021-12-19,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
293,M-001743,M037,2021-12-21,AM,Parks,Highbridge Park,34.0,,34.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
294,M-001736,M037,2021-12-20,AM,Parks,Highbridge Park,18.0,,18.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
295,M-001775,M037,2021-12-23,AM,Parks,Highbridge Park,27.0,,27.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
296,M-001763,M037,2021-12-22,AM,Parks,Highbridge Park,38.0,,38.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
297,M-001764,M037,2021-12-22,AM,Parks,Highbridge Park,38.0,,38.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
298,M-004715,M037,2022-10-20,AM,Parks,Highbridge Park,20.0,,20.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
299,M-004698,M037,2022-10-26,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
300,M-004680,M037,2022-10-24,AM,Parks,Highbridge Park,22.0,,22.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
301,M-004689,M037,2022-10-25,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
302,M-001861,M037,2021-12-31,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
303,M-001847,M037,2021-12-30,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
304,M-001822,M037,2021-12-28,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
305,M-001834,M037,2021-12-29,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
306,M-001835,M037,2021-12-29,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
307,M-001814,M037,2021-12-27,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
308,M-001802,M037,2021-12-26,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
309,M-001803,M037,2021-12-26,AM,Parks,Highbridge Park,3.0,,3.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
310,M-001794,M037,2021-12-25,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
311,M-001784,M037,2021-12-24,AM,Parks,Highbridge Park,21.0,,21.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
312,M-003836,M037,2022-07-28,AM,Parks,Highbridge Park,14.0,,14.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
313,M-003845,M037,2022-07-29,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
314,M-003854,M037,2022-07-30,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
315,M-003863,M037,2022-07-31,AM,Parks,Highbridge Park,107.0,,107.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
316,M-004597,M037,2022-10-16,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
317,M-004606,M037,2022-10-17,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
318,M-004635,M037,2022-10-19,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
319,M-004644,M037,2022-10-20,AM,Parks,Highbridge Park,20.0,,20.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
320,M-004626,M037,2022-10-18,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
321,M-004653,M037,2022-10-21,AM,Parks,Highbridge Park,18.0,,18.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
322,M-004662,M037,2022-10-22,AM,Parks,Highbridge Park,20.0,,20.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
323,M-004671,M037,2022-10-23,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
324,M-003935,M037,2022-08-07,AM,Parks,Highbridge Park,86.0,,86.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
325,M-003943,M037,2022-08-08,AM,Parks,Highbridge Park,70.0,,70.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
326,M-003952,M037,2022-08-09,AM,Parks,Highbridge Park,70.0,,70.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
327,M-003961,M037,2022-08-10,AM,Parks,Highbridge Park,68.0,,68.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
328,M-003970,M037,2022-08-11,AM,Parks,Highbridge Park,17.0,,17.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
329,M-004441,M037,2022-09-27,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
330,M-004450,M037,2022-09-28,AM,Parks,Highbridge Park,8.0,,8.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
331,M-003872,M037,2022-08-01,AM,Parks,Highbridge Park,23.0,,23.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
332,M-003898,M037,2022-08-04,AM,Parks,Highbridge Park,9.0,,9.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
333,M-003889,M037,2022-08-03,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
334,M-003881,M037,2022-08-02,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
335,M-005756,M037,2023-02-13,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
336,M-005765,M037,2023-02-14,AM,Parks,Highbridge Park,25.0,,25.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
337,M-004766,M037,2022-10-31,AM,Parks,Highbridge Park,20.0,,20.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
338,M-004757,M037,2022-10-30,AM,Parks,Highbridge Park,1.0,,1.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
339,M-005775,M037,2023-02-15,AM,Parks,Highbridge Park,1.0,,1.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
340,M-004423,M037,2022-10-09,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
341,M-004432,M037,2022-10-10,AM,Parks,Highbridge Park,57.0,,57.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
342,M-005018,M037,2022-11-24,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
343,M-005027,M037,2022-11-25,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
344,M-005747,M037,2023-02-12,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
345,M-005036,M037,2022-11-26,AM,Parks,Highbridge Park,17.0,,17.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
346,M-005000,M037,2022-11-22,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
347,M-004981,M037,2022-11-20,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
348,M-004991,M037,2022-11-21,AM,Parks,Highbridge Park,5.0,,5.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
349,M-005669,M037,2023-02-03,AM,Parks,Highbridge Park,14.0,,14.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
350,M-005678,M037,2023-02-04,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
351,M-005689,M037,2023-02-06,AM,Parks,Highbridge Park,4.0,,4.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
352,M-005707,M037,2023-02-08,AM,Parks,Highbridge Park,9.0,,9.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
353,M-005698,M037,2023-02-07,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
354,M-005719,M037,2023-02-09,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
355,M-005728,M037,2023-02-10,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
356,M-005737,M037,2023-02-11,AM,Parks,Highbridge Park,18.0,,18.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
357,M-004793,M037,2022-11-03,AM,Parks,Highbridge Park,14.0,,14.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
358,M-004785,M037,2022-11-02,AM,Parks,Highbridge Park,22.0,,22.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
359,M-004775,M037,2022-11-01,AM,Parks,Highbridge Park,2.0,,2.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
360,M-004854,M037,2022-11-06,AM,Parks,Highbridge Park,21.0,,21.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
361,M-004813,M037,2022-11-05,AM,Parks,Highbridge Park,35.0,,35.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
362,M-004802,M037,2022-11-04,AM,Parks,Highbridge Park,21.0,,21.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
363,M-004933,M037,2022-11-14,AM,Parks,Highbridge Park,10.0,,10.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
364,M-004953,M037,2022-11-16,AM,Parks,Highbridge Park,12.0,,12.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
365,M-005774,M037,2023-02-15,AM,Parks,Highbridge Park,20.0,,20.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
366,M-004923,M037,2022-11-13,AM,Parks,Highbridge Park,13.0,,13.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
367,M-004907,M037,2022-11-12,AM,Parks,Highbridge Park,35.0,,35.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
368,M-005009,M037,2022-11-22,AM,Parks,Highbridge Park,6.0,,6.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
369,M-004943,M037,2022-11-15,AM,Parks,Highbridge Park,15.0,,15.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
370,M-004963,M037,2022-11-18,AM,Parks,Highbridge Park,11.0,,11.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
371,M-004972,M037,2022-11-19,AM,Parks,Highbridge Park,9.0,,9.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
372,M-004881,M037,2022-11-09,AM,Parks,Highbridge Park,22.0,,22.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
373,M-004863,M037,2022-11-07,AM,Parks,Highbridge Park,25.0,,25.0,34.0,Manhattan,M-12A,ZONE,True,40.84649764077546,-73.93046413518206
