,response_id,gispropnum,collected_date,time_of_day,group,location,ground_syringes,kiosk_syringes,total_syringes,precinct,borough,district,property_type,kiosk_site,latitude,longitude
11177,G-005053,X145,2019-11-01,Daily,Parks,La Finca del Sur Community Garden,5.0,,5.0,40.0,Bronx,X-01,PARK,False,40.81267224692161,-73.93018246878441
11178,G-006880,X145,2020-11-01,Daily,BBP,La Finca del Sur Community Garden,21.0,,21.0,40.0,Bronx,X-01,PARK,False,40.81267224692161,-73.93018246878441
11179,G-007008,X145,2020-11-24,Daily,BBP,La Finca del Sur Community Garden,3.0,,3.0,40.0,Bronx,X-01,PARK,False,40.81267224692161,-73.93018246878441
11180,G-007004,X145,2020-11-23,Daily,BBP,La Finca del Sur Community Garden,4.0,,4.0,40.0,Bronx,X-01,PARK,False,40.81267224692161,-73.93018246878441
11181,G-006974,X145,2020-11-21,Daily,BBP,La Finca del Sur Community Garden,3.0,,3.0,40.0,Bronx,X-01,PARK,False,40.81267224692161,-73.93018246878441
11182,G-006334,X145,2020-07-29,Daily,BBP,La Finca del Sur Community Garden,11.0,,11.0,40.0,Bronx,X-01,PARK,False,40.81267224692161,-73.93018246878441
11183,G-006336,X145,2020-07-31,Daily,BBP,La Finca del Sur Community Garden,6.0,,6.0,40.0,Bronx,X-01,PARK,False,40.81267224692161,-73.93018246878441
11184,G-005354,X146,2019-12-30,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11185,G-005379,X146,2019-10-24,Daily,BBP,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11186,G-005371,X146,2019-09-13,Daily,BBP,Flynn Playground,3.0,,3.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11187,G-007405,X146,2021-01-24,Daily,BBP,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11188,G-007571,X146,2021-03-08,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11189,G-003597,X146,2019-07-20,Daily,Parks,Flynn Playground,,,,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11190,G-004348,X146,2019-09-06,Daily,BBP,Flynn Playground,4.0,,4.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11191,G-004398,X146,2019-09-13,Daily,BBP,Flynn Playground,3.0,,3.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11192,G-002930,X146,2019-06-04,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11193,G-002816,X146,2019-05-31,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11194,G-002777,X146,2019-05-30,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11195,G-003131,X146,2019-06-18,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11196,G-002988,X146,2019-06-05,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11197,G-001257,X146,2019-03-03,Daily,BBP,Flynn Playground,5.0,,5.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11198,G-000324,X146,2018-12-04,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11199,G-000266,X146,2018-11-15,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11200,G-000331,X146,2018-12-05,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11201,G-000360,X146,2018-12-09,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11202,G-000348,X146,2018-12-06,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11203,G-000354,X146,2018-12-07,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11204,G-000369,X146,2018-12-10,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11205,G-000403,X146,2018-12-21,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11206,G-000384,X146,2018-12-11,Daily,Parks,Flynn Playground,3.0,,3.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11207,G-000417,X146,2018-12-25,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11208,G-000419,X146,2018-12-26,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11209,G-000272,X146,2018-11-19,Daily,Parks,Flynn Playground,4.0,,4.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11210,G-000279,X146,2018-11-21,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11211,G-000286,X146,2018-11-23,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11212,G-000282,X146,2018-11-22,Daily,Parks,Flynn Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11213,G-005443,X146,2020-01-20,Daily,Parks,Flynn Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.82104461473541,-73.91193278891544
11214,G-005350,X148C3,2019-12-26,Daily,Parks,Inwood Park,3.0,,3.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11215,G-005336,X148C3,2019-12-17,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11216,G-001141,X148C3,2019-02-18,Daily,Parks,Inwood Park,7.0,,7.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11217,G-001107,X148C3,2019-02-02,Daily,Parks,Inwood Park,3.0,,3.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11218,G-000916,X148C3,2019-02-04,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11219,G-000845,X148C3,2019-01-28,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11220,G-000851,X148C3,2019-01-28,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11221,G-000865,X148C3,2019-01-29,Daily,Parks,Inwood Park,1.0,,1.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11222,G-000884,X148C3,2019-01-14,Daily,CP/NYHRE,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11223,G-000863,X148C3,2019-01-28,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11224,G-001216,X148C3,2019-02-24,Daily,Parks,Inwood Park,1.0,,1.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11225,G-001987,X148C3,2019-04-14,Daily,Parks,Inwood Park,1.0,,1.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11226,G-001957,X148C3,2019-02-13,Daily,Parks,Inwood Park,11.0,,11.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11227,G-001950,X148C3,2019-02-07,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11228,G-001951,X148C3,2019-02-09,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11229,G-002227,X148C3,2019-04-17,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11230,G-002223,X148C3,2019-04-12,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11231,G-002444,X148C3,2019-03-25,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11232,G-002448,X148C3,2019-03-25,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11233,G-007284,X148C3,2021-01-17,Daily,Parks,Inwood Park,3.0,,3.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11234,G-005311,X148C3,2019-12-04,Daily,Parks,Inwood Park,2.0,,2.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11235,G-006136,X148C3,2020-06-28,Daily,Parks,Inwood Park,1.0,,1.0,44.0,Bronx,X-04,PARK,False,40.844790395612605,-73.91533819779889
11236,G-007351,X148D,2021-01-23,Daily,Parks,Walton Slope,157.0,,157.0,44.0,Bronx,X-04,PARK,False,40.84513573857612,-73.91164661565097
11237,G-005038,X148H,2019-04-28,Daily,BBP,Admiral Farragut Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11238,G-005014,X148H,2019-01-18,Daily,BBP,Admiral Farragut Playground,8.0,,8.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11239,G-005026,X148H,2019-04-15,Daily,BBP,Admiral Farragut Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11240,G-005003,X148H,2019-01-23,Daily,BBP,Admiral Farragut Playground,13.0,,13.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11241,G-005008,X148H,2019-01-28,Daily,BBP,Admiral Farragut Playground,18.0,,18.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11242,G-004998,X148H,2019-01-29,Daily,BBP,Admiral Farragut Playground,11.0,,11.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11243,G-004879,X148H,2019-04-15,Daily,BBP,Admiral Farragut Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11244,G-004905,X148H,2019-01-13,Daily,BBP,Admiral Farragut Playground,7.0,,7.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11245,G-004900,X148H,2019-01-19,Daily,BBP,Admiral Farragut Playground,9.0,,9.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11246,G-004932,X148H,2019-01-13,Daily,BBP,Admiral Farragut Playground,7.0,,7.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11247,G-004927,X148H,2019-01-16,Daily,BBP,Admiral Farragut Playground,9.0,,9.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11248,G-004972,X148H,2019-04-17,Daily,BBP,Admiral Farragut Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11249,G-002437,X148H,2019-04-15,Daily,Parks,Admiral Farragut Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11250,G-002424,X148H,2019-04-17,Daily,Parks,Admiral Farragut Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11251,G-003010,X148H,2019-06-10,Daily,Parks,Admiral Farragut Playground,9.0,,9.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11252,G-002249,X148H,2019-04-26,Daily,Parks,Admiral Farragut Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11253,G-002253,X148H,2019-04-28,Daily,Parks,Admiral Farragut Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11254,G-002133,X148H,2019-04-18,Daily,Parks,Admiral Farragut Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11255,G-001910,X148H,2019-04-10,Daily,Parks,Admiral Farragut Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11256,G-001235,X148H,2019-02-26,Daily,Parks,Admiral Farragut Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11257,G-000825,X148H,2019-01-24,Daily,Parks,Admiral Farragut Playground,13.0,,13.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11258,G-000809,X148H,2019-01-22,Daily,Parks,Admiral Farragut Playground,8.0,,8.0,48.0,Bronx,X-06,PARK,False,40.84295236359078,-73.89177483378519
11259,G-001236,X148H1,2019-02-26,Daily,Parks,Prospect Playground,,,0.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11260,G-002132,X148H1,2019-04-18,Daily,Parks,Prospect Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11261,G-002425,X148H1,2019-04-17,Daily,Parks,Prospect Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11262,G-002436,X148H1,2019-04-15,Daily,Parks,Prospect Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11263,G-004973,X148H1,2019-04-17,Daily,BBP,Prospect Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11264,G-004878,X148H1,2019-04-15,Daily,BBP,Prospect Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11265,G-004999,X148H1,2019-01-29,Daily,BBP,Prospect Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11266,G-005024,X148H1,2019-04-15,Daily,BBP,Prospect Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11267,G-005025,X148H1,2019-04-15,Daily,BBP,Prospect Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11268,G-005015,X148H1,2019-01-18,Daily,BBP,Prospect Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84326742893643,-73.8907140740214
11269,G-005016,X148H2,2019-01-18,Daily,BBP,Fairmount Playground,15.0,,15.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11270,G-005023,X148H2,2019-04-15,Daily,BBP,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11271,G-005000,X148H2,2019-01-29,Daily,BBP,Fairmount Playground,13.0,,13.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11272,G-005002,X148H2,2019-01-23,Daily,BBP,Fairmount Playground,11.0,,11.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11273,G-005039,X148H2,2019-04-28,Daily,BBP,Fairmount Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11274,G-005029,X148H2,2019-04-26,Daily,BBP,Fairmount Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11275,G-005036,X148H2,2019-04-27,Daily,BBP,Fairmount Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11276,G-004877,X148H2,2019-04-15,Daily,BBP,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11277,G-004873,X148H2,2019-04-12,Daily,BBP,Fairmount Playground,5.0,,5.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11278,G-004849,X148H2,2019-06-26,Daily,BBP,Fairmount Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11279,G-004906,X148H2,2019-01-13,Daily,BBP,Fairmount Playground,13.0,,13.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11280,G-004899,X148H2,2019-01-09,Daily,BBP,Fairmount Playground,14.0,,14.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11281,G-004974,X148H2,2019-04-17,Daily,BBP,Fairmount Playground,7.0,,7.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11282,G-004958,X148H2,2019-01-09,Daily,BBP,Fairmount Playground,16.0,,16.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11283,G-004978,X148H2,2019-04-18,Daily,BBP,Fairmount Playground,40.0,,40.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11284,G-004985,X148H2,2019-04-20,Daily,BBP,Fairmount Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11285,G-004926,X148H2,2019-01-16,Daily,BBP,Fairmount Playground,14.0,,14.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11286,G-004933,X148H2,2019-01-13,Daily,BBP,Fairmount Playground,13.0,,13.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11287,G-004947,X148H2,2019-04-12,Daily,BBP,Fairmount Playground,5.0,,5.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11288,G-007353,X148H2,2021-01-26,Daily,Parks,Fairmount Playground,5.0,,5.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11289,G-007317,X148H2,2021-01-21,Daily,Parks,Fairmount Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11290,G-002435,X148H2,2019-04-15,Daily,Parks,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11291,G-002426,X148H2,2019-04-17,Daily,Parks,Fairmount Playground,7.0,,7.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11292,G-002355,X148H2,2019-04-29,Daily,Parks,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11293,G-003009,X148H2,2019-06-10,Daily,Parks,Fairmount Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11294,G-003015,X148H2,2019-06-11,Daily,Parks,Fairmount Playground,3.0,,3.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11295,G-003234,X148H2,2019-06-26,Daily,Parks,Fairmount Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11296,G-003236,X148H2,2019-06-26,Daily,Parks,Fairmount Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11297,G-002131,X148H2,2019-04-18,Daily,Parks,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11298,G-002254,X148H2,2019-04-28,Daily,Parks,Fairmount Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11299,G-002251,X148H2,2019-04-27,Daily,Parks,Fairmount Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11300,G-002248,X148H2,2019-04-26,Daily,Parks,Fairmount Playground,1.0,,1.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11301,G-002208,X148H2,2019-04-27,Daily,Parks,Fairmount Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11302,G-001804,X148H2,2019-04-06,Daily,Parks,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11303,G-001805,X148H2,2019-04-05,Daily,Parks,Fairmount Playground,2.0,,2.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11304,G-001988,X148H2,2019-04-13,Daily,Parks,Fairmount Playground,7.0,,7.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11305,G-001977,X148H2,2019-04-12,Daily,Parks,Fairmount Playground,5.0,,5.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11306,G-001237,X148H2,2019-02-26,Daily,Parks,Fairmount Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11307,G-001223,X148H2,2019-02-24,Daily,Parks,Fairmount Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11308,G-001760,X148H2,2019-04-04,Daily,Parks,Fairmount Playground,3.0,,3.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11309,G-000824,X148H2,2019-01-24,Daily,Parks,Fairmount Playground,11.0,,11.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11310,G-000993,X148H2,2019-02-08,Daily,Parks,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11311,G-001061,X148H2,2019-02-11,Daily,Parks,Fairmount Playground,6.0,,6.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11312,G-001112,X148H2,2019-02-15,Daily,Parks,Fairmount Playground,4.0,,4.0,48.0,Bronx,X-06,PARK,False,40.84277947525183,-73.88958619837958
11313,G-000281,X154,2018-11-22,Daily,Parks,Melrose Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11314,G-000422,X154,2018-12-26,Daily,Parks,Melrose Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11315,G-001252,X154,2019-02-28,Daily,BBP,Melrose Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11316,G-001927,X154,2019-04-11,Daily,Parks,Melrose Playground,6.0,,6.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11317,G-003133,X154,2019-06-18,Daily,Parks,Melrose Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11318,G-002398,X154,2019-05-02,Daily,Parks,Melrose Playground,4.0,,4.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11319,G-002557,X154,2019-05-11,Daily,Parks,Melrose Playground,3.0,,3.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11320,G-002520,X154,2019-05-08,Daily,Parks,Melrose Playground,6.0,,6.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11321,G-002818,X154,2019-05-31,Daily,Parks,Melrose Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11322,G-002932,X154,2019-06-04,Daily,Parks,Melrose Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11323,G-003595,X154,2019-07-20,Daily,Parks,Melrose Playground,3.0,,3.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11324,G-007208,X154,2021-01-03,Daily,BBP,Melrose Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11325,G-007179,X154,2020-12-26,Daily,BBP,Melrose Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11326,G-005353,X154,2019-12-30,Daily,Parks,Melrose Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11327,G-006351,X154,2020-08-09,Daily,Parks,Melrose Playground,21.0,,21.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11328,G-005444,X154,2020-01-20,Daily,Parks,Melrose Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,False,40.820474578908886,-73.91842470405906
11329,G-004062,X155,2019-08-18,Daily,Parks,Patterson Playground,11.0,,11.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11330,G-003850,X155,2019-08-01,Daily,Parks,Patterson Playground,48.0,,48.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11331,G-004290,X155,2019-09-02,Daily,Parks,Patterson Playground,17.0,,17.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11332,G-004235,X155,2019-08-28,Daily,Parks,Patterson Playground,26.0,,26.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11333,G-004239,X155,2019-08-29,Daily,Parks,Patterson Playground,29.0,,29.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11334,G-001239,X155,2019-02-26,Daily,Parks,Patterson Playground,6.0,,6.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11335,G-001222,X155,2019-02-24,Daily,Parks,Patterson Playground,1.0,,1.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11336,G-001336,X155,2019-03-12,Daily,Parks,Patterson Playground,6.0,,6.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11337,G-001419,X155,2019-03-17,Daily,Parks,Patterson Playground,2.0,,2.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11338,G-001537,X155,2019-03-24,Daily,Parks,Patterson Playground,18.0,,18.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11339,G-000311,X155,2018-12-03,Daily,CP/NYHRE,Patterson Playground,,27.0,27.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11340,G-000416,X155,2018-12-25,Daily,Parks,Patterson Playground,9.0,,9.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11341,G-000233,X155,2018-10-17,Daily,CP/NYHRE,Patterson Playground,6.0,4.0,10.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11342,G-000182,X155,2018-09-25,Daily,CP/NYHRE,Patterson Playground,,2.0,2.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11343,G-000115,X155,2018-08-08,Daily,CP/NYHRE,Patterson Playground,30.0,50.0,80.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11344,G-000136,X155,2018-08-24,Daily,CP/NYHRE,Patterson Playground,300.0,100.0,400.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11345,G-000073,X155,2018-07-10,Daily,CP/NYHRE,Patterson Playground,250.0,500.0,750.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11346,G-000123,X155,2018-08-16,Daily,CP/NYHRE,Patterson Playground,100.0,50.0,150.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
11347,G-000106,X155,2018-07-31,Daily,CP/NYHRE,Patterson Playground,100.0,500.0,600.0,40.0,Bronx,X-01,PARK,True,40.81578291203226,-73.92228540808416
